id,title,classification,century,culture,image_path
289839,Ring-ware Aryballos,Vessels,7th-6th century BCE,Greek,images/Greek/Vessels/289839.jpg
288253,Fragmentary Black-figure Alabastron: Musical Contests,Vessels,6th-5th century BCE,Greek,images/Greek/Vessels/288253.jpg
289815,Stamped Amphora Handle,Vessels,4th-1st century BCE,Greek,images/Greek/Vessels/289815.jpg
288395,"Black-figure Lekythos, ""Cock Class""",Vessels,6th-5th century BCE,Greek,images/Greek/Vessels/288395.jpg
57698,Olpe: Aeneas fleeing from Troy,Vessels,6th century BCE,Greek,images/Greek/Vessels/57698.jpg
58956,Two Handled Cup with Cover,Vessels,,Greek,images/Greek/Vessels/58956.jpg
181698,Geometric Skyphos,Vessels,7th century BCE,Greek,images/Greek/Vessels/181698.jpg
175001,Pelike,Vessels,4th century BCE,Greek,images/Greek/Vessels/175001.jpg
289998,Alabastron,Vessels,5th-4th century BCE,Greek,images/Greek/Vessels/289998.jpg
292992,Small Attic Skyphos,Vessels,5th century BCE,Greek,images/Greek/Vessels/292992.jpg
288378,Trefoil Oinochoe,Vessels,8th century BCE,Greek,images/Greek/Vessels/288378.jpg
198505,Miniature Protocorinthian Skyphos w/preserved handle,Vessels,7th century BCE,Greek,images/Greek/Vessels/198505.jpg
175542,Lekanis Base,Vessels,4th century BCE,Greek,images/Greek/Vessels/175542.jpg
293388,Kylix,Vessels,4th century BCE,Greek,images/Greek/Vessels/293388.jpg
293335,Lekythos (oil flask): Seated Female Flanked by Two Standing Figures in Orchard,Vessels,5th century BCE,Greek,images/Greek/Vessels/293335.jpg
293361,Alabastron: Hare between Two Lions,Vessels,7th century BCE,Greek,images/Greek/Vessels/293361.jpg
293392,Black-Gloss Bowl,Vessels,4th century BCE,Greek,images/Greek/Vessels/293392.jpg
293357,Lekythos (oil flask): Visit at Tomb,Vessels,5th century BCE,Greek,images/Greek/Vessels/293357.jpg
288862,Lekythos (oil flask): Odysseus and Companions Escape,Vessels,6th-5th century BCE,Greek,images/Greek/Vessels/288862.jpg
175061,Black-figure Globular Aryballos,Vessels,6th century BCE,Greek,images/Greek/Vessels/175061.jpg
58963,Two-handled Vessel with Pointed Lid,Vessels,,Greek,images/Greek/Vessels/58963.jpg
330707,Pointed Aryballos,Vessels,7th century BCE,Greek,images/Greek/Vessels/330707.jpg
293398,Kantharos with Ivy Pattern,Vessels,4th century BCE,Greek,images/Greek/Vessels/293398.jpg
293358,Lekythos (oil flask): Female Figure Holding Box and Taenia,Vessels,5th century BCE,Greek,images/Greek/Vessels/293358.jpg
293712,"Squat Lekythos (oil flask): Seated Woman Holding  Basket, and Servant",Vessels,5th century BCE,Greek,images/Greek/Vessels/293712.jpg
178552,Oil flask (aryballos) in the form of a rooster,Vessels,6th century BCE,Greek,images/Greek/Vessels/178552.jpg
59024,Pyxis,Vessels,,Greek,images/Greek/Vessels/59024.jpg
287861,Bird Cup (skyphos),Vessels,7th century BCE,Greek,images/Greek/Vessels/287861.jpg
293485,Gnathia Ware Kylix,Vessels,4th century BCE,Greek,images/Greek/Vessels/293485.jpg
293746,Attic Red-figure Lekythos: Youth and Maiden,Vessels,5th century BCE,Greek,images/Greek/Vessels/293746.jpg
197425,Miniature Oinochoe,Vessels,6th century BCE,Greek,images/Greek/Vessels/197425.jpg
173899,Fragments of a Deep Bowl with a Low Foot (33 sherds),Vessels,,Greek,images/Greek/Vessels/173899.jpg
289101,Skyphos,Vessels,7th century BCE,Greek,images/Greek/Vessels/289101.jpg
303742,Panathenaic Prize Amphora (storage jar),Vessels,4th century BCE,Greek,images/Greek/Vessels/303742.jpg
303827,Small Phiale,Vessels,5th century BCE,Greek,images/Greek/Vessels/303827.jpg
292996,Ringed Flask,Vessels,6th century BCE,Greek,images/Greek/Vessels/292996.jpg
184015,Small Aryballos,Vessels,,Greek,images/Greek/Vessels/184015.jpg
290188,"""Wild Goat Style"" Oinochoe (Wine Pitcher): Wild Goats and Geese",Vessels,7th century BCE,Greek,images/Greek/Vessels/290188.jpg
303867,Relief-Decorated Rim of a Deep Vessel,Vessels,4th century BCE,Greek,images/Greek/Vessels/303867.jpg
303837,Patera Handle,Vessels,5th century BCE,Greek,images/Greek/Vessels/303837.jpg
293362,Globular Aryballos with Lotus-Palmette Knot,Vessels,6th century BCE,Greek,images/Greek/Vessels/293362.jpg
184079,One-handled Jug with Cross-hatch Decoration,Vessels,,Greek,images/Greek/Vessels/184079.jpg
292807,Squat Bottle with Handle,Vessels,,Greek,images/Greek/Vessels/292807.jpg
286255,Kotyle,Vessels,4th century BCE,Greek,images/Greek/Vessels/286255.jpg
304069,Hydria (water jar) with Siren Attachment,Vessels,5th century BCE,Greek,images/Greek/Vessels/304069.jpg
293370,Hailstorm Group Globular Aryballos: Procession of Warriors with Circular Shields,Vessels,6th century BCE,Greek,images/Greek/Vessels/293370.jpg
292840,Alabastron,Vessels,,Greek,images/Greek/Vessels/292840.jpg
286330,Cup-Kotyle,Vessels,4th century BCE,Greek,images/Greek/Vessels/286330.jpg
304530,Trefoil Oinochoe,Vessels,5th century BCE,Greek,images/Greek/Vessels/304530.jpg
293450,Attic Lekythos Decorated with Bands,Vessels,6th century BCE,Greek,images/Greek/Vessels/293450.jpg
292847,Bottle,Vessels,,Greek,images/Greek/Vessels/292847.jpg
286331,Kantharos,Vessels,4th century BCE,Greek,images/Greek/Vessels/286331.jpg
326464,Lekythos (oil flask): Four Palmettes,Vessels,5th century BCE,Greek,images/Greek/Vessels/326464.jpg
293454,Corinthian Amphoriskos,Vessels,6th century BCE,Greek,images/Greek/Vessels/293454.jpg
292877,Small Jug,Vessels,,Greek,images/Greek/Vessels/292877.jpg
287249,Attic Squat Lekythos,Vessels,4th century BCE,Greek,images/Greek/Vessels/287249.jpg
220022,Lekythos (oil flask): Cheiron Watching Peleus Wrestle Thetis,Vessels,5th century BCE,Greek,images/Greek/Vessels/220022.jpg
293719,Lekythos (oil flask): Charioteer with Horses,Vessels,6th century BCE,Greek,images/Greek/Vessels/293719.jpg
292878,Double Flask,Vessels,,Greek,images/Greek/Vessels/292878.jpg
287366,Squat Lekythos: Head Rising from a Flower,Vessels,4th century BCE,Greek,images/Greek/Vessels/287366.jpg
220023,Black-Figure white-ground Alabastron: Woman playing the Double Flute and a Dancer with Krotate; Figures separated by Three Fountains and Palm Trees,Vessels,5th century BCE,Greek,images/Greek/Vessels/220023.jpg
303416,Hydria (water jar): The Ransom of Hector,Vessels,6th century BCE,Greek,images/Greek/Vessels/303416.jpg
292882,Pyxis,Vessels,,Greek,images/Greek/Vessels/292882.jpg
287618,Bottle-shaped Vase,Vessels,4th century BCE,Greek,images/Greek/Vessels/287618.jpg
286329,Lekythos (oil flask): Offerings at a Tomb,Vessels,5th century BCE,Greek,images/Greek/Vessels/286329.jpg
303848,Ribbon-Shaped Handle with Lower Attachment Plate of Couchant Rams,Vessels,6th century BCE,Greek,images/Greek/Vessels/303848.jpg
292887,Lower Part of a Bottle,Vessels,,Greek,images/Greek/Vessels/292887.jpg
288248,Hydria (water jar): Women at a Washstand with Erotes and a Youth,Vessels,4th century BCE,Greek,images/Greek/Vessels/288248.jpg
287006,Lekythos (oil flask): Woman and Maid,Vessels,5th century BCE,Greek,images/Greek/Vessels/287006.jpg
303871,Phiale with Spool Attachment,Vessels,6th century BCE,Greek,images/Greek/Vessels/303871.jpg
292888,Small Lekythos,Vessels,,Greek,images/Greek/Vessels/292888.jpg
288396,Black-glaze Pelike,Vessels,4th century BCE,Greek,images/Greek/Vessels/288396.jpg
287008,Kalpis-Hydria (water jar): Youth Flanked by Two Women,Vessels,5th century BCE,Greek,images/Greek/Vessels/287008.jpg
303965,Basin Handle with a Projecting Knob in Center,Vessels,6th century BCE,Greek,images/Greek/Vessels/303965.jpg
292920,Small Jug,Vessels,,Greek,images/Greek/Vessels/292920.jpg
288856,Nestoris (two-handled jar) with Mythological Scenes,Vessels,4th century BCE,Greek,images/Greek/Vessels/288856.jpg
303661,Fragmentary Axe Head,Weapons and Ammunitions,2nd millennium BCE,Greek,images/Greek/Weapons and Ammunitions/303661.jpg
303665,Spearhead,Weapons and Ammunitions,9th-8th century BCE,Greek,images/Greek/Weapons and Ammunitions/303665.jpg
303702,Dagger Blade,Weapons and Ammunitions,3rd millennium BCE,Greek,images/Greek/Weapons and Ammunitions/303702.jpg
303999,Inscribed Arrowhead,Weapons and Ammunitions,4th century BCE,Greek,images/Greek/Weapons and Ammunitions/303999.jpg
304009,Sauroter (Spear-Foot),Weapons and Ammunitions,5th-4th century BCE,Greek,images/Greek/Weapons and Ammunitions/304009.jpg
304047,Arrowhead from the Acropolis of Lindos,Weapons and Ammunitions,6th-5th century BCE,Greek,images/Greek/Weapons and Ammunitions/304047.jpg
304063,Arrowhead,Weapons and Ammunitions,7th-6th century BCE,Greek,images/Greek/Weapons and Ammunitions/304063.jpg
304064,Arrowhead,Weapons and Ammunitions,5th century BCE,Greek,images/Greek/Weapons and Ammunitions/304064.jpg
289113,Fragment of a Scabbard,Weapons and Ammunitions,4th century BCE,Greek,images/Greek/Weapons and Ammunitions/289113.jpg
290748,Sling Bullet,Weapons and Ammunitions,,Greek,images/Greek/Weapons and Ammunitions/290748.jpg
292483,Inscribed Sling Bullet,Weapons and Ammunitions,,Greek,images/Greek/Weapons and Ammunitions/292483.jpg
292588,Inscribed Sling Shot,Weapons and Ammunitions,,Greek,images/Greek/Weapons and Ammunitions/292588.jpg
174667,Vaulting Tube,Architecture Elements,4th-7th century,Roman,images/Roman/Architecture Elements/174667.jpg
231855,Fragment of a Molding with Two Acanthus Leaves,Architecture Elements,,Roman,images/Roman/Architecture Elements/231855.jpg
286783,Section of Pilaster,Architecture Elements,2nd century CE,Roman,images/Roman/Architecture Elements/286783.jpg
287740,"FRAGMENT OF ROMAN STAMPED BRICK. BRICK STAMP WITH SEVERAL HUMAN FIGURES BUT NO LETTERS. VILLA ADRIAN A. VIA LATINA, CAMPAGNA.",Architecture Elements,,Roman,images/Roman/Architecture Elements/287740.jpg
287887,BRECCIA DI SERRAVEZZA ROSSA MODERN. BOUGHT AT THERMAE OF CARACALLA.,Architecture Elements,,Roman,images/Roman/Architecture Elements/287887.jpg
288041,"FLOOR BRICK PLACED ON EDGE. FROM A TOMB AT 14 KM. VIA OSTIENSIS, ROMAN CAMPAGNA",Architecture Elements,,Roman,images/Roman/Architecture Elements/288041.jpg
288077,"TWO FLOOR BRICKS FROM A TOMB.NEAR VIA PRAENESTINA .PONTE DI MONA, ROMAN CAMPAGNA",Architecture Elements,,Roman,images/Roman/Architecture Elements/288077.jpg
288083,"TWO FLOOR-BRICKS FROM A TOMB. NEAR PRAENESTINA, PO NTE DI NONA, ROMAN CAMPAGNA",Architecture Elements,,Roman,images/Roman/Architecture Elements/288083.jpg
288267,Four Sections of a Marble Frieze,Architecture Elements,1st-5th century CE,Roman,images/Roman/Architecture Elements/288267.jpg
289573,Small floor brick,Architecture Elements,,Roman,images/Roman/Architecture Elements/289573.jpg
289753,"FRAGMENT ROMAN ARCHITECTURAL, TERRA COTTA DECORATE D WITH A CORNIA MEDOSA- LIKE HEAD IN RELIEF",Architecture Elements,,Roman,images/Roman/Architecture Elements/289753.jpg
289798,L FEMALE HEAD AND PART OF SHOULDER L FEMALE HEAD AND PART OFSHOULDER.,Architecture Elements,,Roman,images/Roman/Architecture Elements/289798.jpg
289802,FRAGMENT ROMAN ARCHITECTURAL TERRA COTTA VINE PATT ERN.,Architecture Elements,,Roman,images/Roman/Architecture Elements/289802.jpg
289804,FRAGMENT ROMAN ARCHITECTURAL TERRA COTTA - PART OF DENTAL RANGE AND CORONA,Architecture Elements,,Roman,images/Roman/Architecture Elements/289804.jpg
289814,FRAGMENT ROMAN TERRA COTTA ARCHITECTURAL ORNAMENT FLOWER PATTERN.,Architecture Elements,,Roman,images/Roman/Architecture Elements/289814.jpg
289846,ROMAN ARCHITECTURAL FRAGMENT. PATTERN: SEE SPEC CH AR REGIST CARD,Architecture Elements,,Roman,images/Roman/Architecture Elements/289846.jpg
290155,Quoin,Architecture Elements,,Roman,images/Roman/Architecture Elements/290155.jpg
291571,Ionic Capital,Architecture Elements,2nd-3rd century CE,Roman,images/Roman/Architecture Elements/291571.jpg
291706,Capital From a Pilaster,Architecture Elements,2nd century CE,Roman,images/Roman/Architecture Elements/291706.jpg
292309,Small Ionic Capital,Architecture Elements,,Roman,images/Roman/Architecture Elements/292309.jpg
292322,Fragment of Molding,Architecture Elements,1st century CE,Roman,images/Roman/Architecture Elements/292322.jpg
12362,Coin of Constantine II as Caesar (brockage),Coins,4th century CE,Roman,images/Roman/Coins/12362.jpg
20231,"Denarius of Antoninus Pius, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20231.jpg
20303,"Antoninianus of Maximianus, Cyzicus",Coins,3rd century CE,Roman,images/Roman/Coins/20303.jpg
20340,Bronze coin of Arcadius,Coins,3rd-4th century CE,Roman,images/Roman/Coins/20340.jpg
20369,"Solidus of Honorius, Ravenna",Coins,5th century,Roman,images/Roman/Coins/20369.jpg
21035,"As of Nero, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21035.jpg
21041,"Denarius of Augustus, Lugdunum",Coins,1st century BCE,Roman,images/Roman/Coins/21041.jpg
21067,"Denarius of  Julia Domna, Rome",Coins,2nd-3rd century CE,Roman,images/Roman/Coins/21067.jpg
21357,Antoninianus of  Otacilia Severa,Coins,,Roman,images/Roman/Coins/21357.jpg
50138,Quadrans of Rome,Coins,1st century BCE-2nd century CE,Roman,images/Roman/Coins/50138.jpg
70663,Sestertius of Trajan,Coins,1st-2nd century CE,Roman,images/Roman/Coins/70663.jpg
70736,Aftercast of a Sestertius of Vespasian with the Colosseum by Cavino,Coins,18th century,Roman,images/Roman/Coins/70736.jpg
72081,Coin of Justin I,Coins,6th century,Roman,images/Roman/Coins/72081.jpg
72131,Coin,Coins,4th-5th century CE,Roman,images/Roman/Coins/72131.jpg
97554,Tetradrachm of Amphipolis under Roman Rule,Coins,2nd century BCE,Roman,images/Roman/Coins/97554.jpg
100503,Coin of Syracuse under Dionysios I,Coins,4th century BCE,Roman,images/Roman/Coins/100503.jpg
141773,Follis of Justinian II and Sophia,Coins,7th century,Roman,images/Roman/Coins/141773.jpg
20288,"Coin of Constantine I, Constantinople",Coins,4th century CE,Roman,images/Roman/Coins/20288.jpg
20232,"Denarius of Trajan, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20232.jpg
20929,"Denarius of  Plautilla, Rome",Coins,3rd century CE,Roman,images/Roman/Coins/20929.jpg
21072,"Denarius of Augustus, Lugdunum",Coins,1st century BCE,Roman,images/Roman/Coins/21072.jpg
70012,Coin of Septimius Severus,Coins,2nd-3rd century CE,Roman,images/Roman/Coins/70012.jpg
72179,Coin,Coins,,Roman,images/Roman/Coins/72179.jpg
20246,"Sestertius of Trajan, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20246.jpg
20931,"Antoninianus of Maximianus, Cyzicus",Coins,3rd century CE,Roman,images/Roman/Coins/20931.jpg
72180,Coin,Coins,,Roman,images/Roman/Coins/72180.jpg
141471,Sestertius of Trajan,Coins,1st-2nd century CE,Roman,images/Roman/Coins/141471.jpg
20289,"Follis of Helena, Antioch",Coins,4th century CE,Roman,images/Roman/Coins/20289.jpg
20247,"Denarius of Antoninus Pius, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20247.jpg
20932,"Denarius of  Septimius Severus, Rome",Coins,3rd century CE,Roman,images/Roman/Coins/20932.jpg
21036,"As of Nero, Lugdunum",Coins,1st century CE,Roman,images/Roman/Coins/21036.jpg
21088,"Denarius of Augustus, Lugdunum (Gaul)",Coins,1st century BCE,Roman,images/Roman/Coins/21088.jpg
71022,Denarius of Septimius Severus,Coins,2nd-3rd century CE,Roman,images/Roman/Coins/71022.jpg
72181,Coin,Coins,,Roman,images/Roman/Coins/72181.jpg
141472,Coin of Trajan,Coins,1st-2nd century CE,Roman,images/Roman/Coins/141472.jpg
141449,"Coin (AE2) of Honorius, Antioch",Coins,4th-5th century CE,Roman,images/Roman/Coins/141449.jpg
21039,"As of Caligula, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21039.jpg
141256,Coin of Eumeneia as Fulvia,Coins,1st century BCE,Roman,images/Roman/Coins/141256.jpg
20267,"Sestertius of Antoninus Pius, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20267.jpg
21027,AR Probus,Coins,3rd century CE,Roman,images/Roman/Coins/21027.jpg
21040,"Dupondius of Tiberius, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21040.jpg
21028,AR Probus,Coins,3rd century CE,Roman,images/Roman/Coins/21028.jpg
21044,"Denarius of Domitian, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21044.jpg
72182,Coin,Coins,,Roman,images/Roman/Coins/72182.jpg
20268,"Sestertius of Faustina II, the Younger, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20268.jpg
21029,"Antoninianus of Diocletian, Antioch",Coins,3rd century CE,Roman,images/Roman/Coins/21029.jpg
21068,"As of Vespasian, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21068.jpg
72184,Coin,Coins,,Roman,images/Roman/Coins/72184.jpg
20290,AE Constantine II,Coins,4th century CE,Roman,images/Roman/Coins/20290.jpg
20270,"Sestertius of Faustina II, the Younger, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20270.jpg
21045,AR Probus,Coins,3rd century CE,Roman,images/Roman/Coins/21045.jpg
21069,"Dupondius of Vespasian, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21069.jpg
72185,Coin,Coins,,Roman,images/Roman/Coins/72185.jpg
20291,"AE Constantine II, Siscia",Coins,4th century CE,Roman,images/Roman/Coins/20291.jpg
20271,"Denarius of  Lucilla, Rome.",Coins,2nd century CE,Roman,images/Roman/Coins/20271.jpg
21048,AE Probus,Coins,3rd century CE,Roman,images/Roman/Coins/21048.jpg
21070,"Sestertius of Claudius, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21070.jpg
72186,Coin,Coins,,Roman,images/Roman/Coins/72186.jpg
20292,AE Constans,Coins,4th century CE,Roman,images/Roman/Coins/20292.jpg
20273,"AE Denarius of Trajan, Rome (counterfeit?)",Coins,2nd century CE,Roman,images/Roman/Coins/20273.jpg
21049,Antoninianus of Numerian,Coins,3rd century CE,Roman,images/Roman/Coins/21049.jpg
21071,"As of Caligula, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21071.jpg
72187,Coin,Coins,,Roman,images/Roman/Coins/72187.jpg
20316,"Follis of Maxentius, Aquileia",Coins,4th century CE,Roman,images/Roman/Coins/20316.jpg
20282,"Denarius of Antoninus Pius, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20282.jpg
21050,"Antoninianus of  Diocletian, Lugdunum",Coins,3rd century CE,Roman,images/Roman/Coins/21050.jpg
21083,"Denarius of Julia Titi with Venus, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21083.jpg
72195,Coin,Coins,,Roman,images/Roman/Coins/72195.jpg
20318,"Coin of Constantine I, Trier",Coins,4th century CE,Roman,images/Roman/Coins/20318.jpg
20284,"Denarius of Trajan, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20284.jpg
21064,AR Probus,Coins,3rd century CE,Roman,images/Roman/Coins/21064.jpg
21084,"Denarius of Vespasian, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21084.jpg
72196,Coin,Coins,,Roman,images/Roman/Coins/72196.jpg
20319,"Coin of Constantine I, Heraclea",Coins,4th century CE,Roman,images/Roman/Coins/20319.jpg
20300,"Denarius of Hadrian in the name of Sabina, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20300.jpg
21065,AR Probus,Coins,3rd century CE,Roman,images/Roman/Coins/21065.jpg
21085,"As of Claudius, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21085.jpg
72197,Coin,Coins,,Roman,images/Roman/Coins/72197.jpg
20320,"City Commemorative Coin of Constantine I, Constantinople",Coins,4th century CE,Roman,images/Roman/Coins/20320.jpg
20302,"Denarius of Hadrian in the name of Sabina, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20302.jpg
21186,"Follis of Constantius I, Trier",Coins,3rd century CE,Roman,images/Roman/Coins/21186.jpg
21086,"Dupondius of Claudius, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21086.jpg
72198,Coin,Coins,,Roman,images/Roman/Coins/72198.jpg
20321,"Follis of  Helena, Rome",Coins,4th century CE,Roman,images/Roman/Coins/20321.jpg
20304,Denarius of Faustina I,Coins,2nd century CE,Roman,images/Roman/Coins/20304.jpg
21351,AR Gordian III,Coins,3rd century CE,Roman,images/Roman/Coins/21351.jpg
21087,"Denarius of Tiberius, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21087.jpg
72219,Coin,Coins,,Roman,images/Roman/Coins/72219.jpg
20322,"Follis of  Helena, Nicomedia",Coins,4th century CE,Roman,images/Roman/Coins/20322.jpg
20306,"Dupondius of Diva Faustina I, the Elder, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20306.jpg
21404,"As of Julia Mamaea, Rome",Coins,3rd century CE,Roman,images/Roman/Coins/21404.jpg
21089,"Dupondius of Tiberius, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21089.jpg
72220,Coin,Coins,,Roman,images/Roman/Coins/72220.jpg
20323,"Follis of Helena, Siscia",Coins,4th century CE,Roman,images/Roman/Coins/20323.jpg
20307,"Sestertius of Hadrian in the name of L. Aelius, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20307.jpg
21412,"Denarius of Julia Mamaea, Rome",Coins,3rd century CE,Roman,images/Roman/Coins/21412.jpg
21098,"As of Claudius, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21098.jpg
72221,Coin,Coins,,Roman,images/Roman/Coins/72221.jpg
20327,"Reduced siliqua of Julian II, Antioch",Coins,4th century CE,Roman,images/Roman/Coins/20327.jpg
20309,"Denarius of Faustina I, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20309.jpg
21444,AR Probus,Coins,3rd century CE,Roman,images/Roman/Coins/21444.jpg
21099,"Denarius of Vespasian, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21099.jpg
72222,Coin,Coins,,Roman,images/Roman/Coins/72222.jpg
20337,"Coin of Constantine I, Trier",Coins,4th century CE,Roman,images/Roman/Coins/20337.jpg
20311,"As of Trajan, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20311.jpg
21445,"Antoninianus of Probus, Siscia",Coins,3rd century CE,Roman,images/Roman/Coins/21445.jpg
21100,"Denarius of Vespasian, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21100.jpg
72225,Coin,Coins,,Roman,images/Roman/Coins/72225.jpg
20338,"AE Constantine II, Trier",Coins,4th century CE,Roman,images/Roman/Coins/20338.jpg
20312,"Denarius of Hadrian, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20312.jpg
70520,Sestertius of Macrinus (forgery),Coins,3rd century CE,Roman,images/Roman/Coins/70520.jpg
21101,"Denarius of Vitellius, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21101.jpg
72226,Coin,Coins,,Roman,images/Roman/Coins/72226.jpg
20339,AE Constans,Coins,4th century CE,Roman,images/Roman/Coins/20339.jpg
20313,"Denarius of Hadrian in the name of Sabina, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20313.jpg
71020,Sestertius of Gordian III,Coins,3rd century CE,Roman,images/Roman/Coins/71020.jpg
21442,"Denarius of Domitian, Rome",Coins,1st century CE,Roman,images/Roman/Coins/21442.jpg
72227,Coin,Coins,,Roman,images/Roman/Coins/72227.jpg
20363,"AE of Valentinian I, Aquileia",Coins,4th century CE,Roman,images/Roman/Coins/20363.jpg
20314,"Denarius of Hadrian, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20314.jpg
71021,Sestertius of Gordian III,Coins,3rd century CE,Roman,images/Roman/Coins/71021.jpg
141198,Coin of Caesaraugusta under Tiberius,Coins,1st century CE,Roman,images/Roman/Coins/141198.jpg
72228,Coin,Coins,,Roman,images/Roman/Coins/72228.jpg
20367,"Bronze coin of Theodosius I, Aquileia",Coins,4th century CE,Roman,images/Roman/Coins/20367.jpg
20324,"Sestertius of Trajan, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20324.jpg
72030,Sestertius of Philip I,Coins,3rd century CE,Roman,images/Roman/Coins/72030.jpg
141234,As of Carthago Nova under Tiberius,Coins,1st century CE,Roman,images/Roman/Coins/141234.jpg
72229,Coin,Coins,,Roman,images/Roman/Coins/72229.jpg
20403,"Post-Reform Radiate Fraction of Severus II, Alexandria",Coins,4th century CE,Roman,images/Roman/Coins/20403.jpg
20334,"Denarius of Hadrian, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20334.jpg
72080,Sestertius of Philip I,Coins,3rd century CE,Roman,images/Roman/Coins/72080.jpg
20413,"Consecration Coin of Constantine I, Antioch",Coins,4th century CE,Roman,images/Roman/Coins/20413.jpg
20410,"Sestertius of Antoninus Pius, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20410.jpg
72147,Coin of Claudius II,Coins,3rd century CE,Roman,images/Roman/Coins/72147.jpg
72241,Coin,Coins,,Roman,images/Roman/Coins/72241.jpg
20416,"AE Coin of Licinius I, Rome",Coins,4th century CE,Roman,images/Roman/Coins/20416.jpg
20942,"Denarius of Hadrian, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20942.jpg
72253,Coin,Coins,3rd century CE,Roman,images/Roman/Coins/72253.jpg
72242,Coin,Coins,,Roman,images/Roman/Coins/72242.jpg
20417,AE Valentinian II,Coins,4th century CE,Roman,images/Roman/Coins/20417.jpg
20990,"Denarius of Hadrian, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/20990.jpg
141188,Antoninianus of Probus,Coins,3rd century CE,Roman,images/Roman/Coins/141188.jpg
72243,Coin,Coins,,Roman,images/Roman/Coins/72243.jpg
20418,Nummus of Constantius II,Coins,4th century CE,Roman,images/Roman/Coins/20418.jpg
21021,"Denarius of Trajan, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/21021.jpg
141190,"Antoninianus of Gallienus, uncertain mint",Coins,3rd century CE,Roman,images/Roman/Coins/141190.jpg
72244,Coin,Coins,,Roman,images/Roman/Coins/72244.jpg
20702,"Follis of Constantius I, Ticinum",Coins,4th century CE,Roman,images/Roman/Coins/20702.jpg
21060,"Denarius of Lucius Verus, Rome",Coins,2nd century CE,Roman,images/Roman/Coins/21060.jpg
141431,"Antoninianus of Valerian, Antioch",Coins,3rd century CE,Roman,images/Roman/Coins/141431.jpg
291670,Fragmentary portrait of a woman,Paintings,2nd century CE,Roman,images/Roman/Paintings/291670.jpg
291741,Wall painting fragment with lion,Paintings,1st century CE,Roman,images/Roman/Paintings/291741.jpg
292150,Composite portrait of a man,Paintings,2nd century CE,Roman,images/Roman/Paintings/292150.jpg
292169,Wall Painting Fragment from the Villa at Boscotrecase,Paintings,1st century BCE,Roman,images/Roman/Paintings/292169.jpg
227512,Landscape with Tobias and the Angel,Paintings,17th century,Roman,images/Roman/Paintings/227512.jpg
228086,Woman Giving Alms to a Beggar,Paintings,18th century,Roman,images/Roman/Paintings/228086.jpg
228173,Joseph and Potiphar's Wife,Paintings,17th century,Roman,images/Roman/Paintings/228173.jpg
228396,The Stigmatization of Saint Francis,Paintings,17th century,Roman,images/Roman/Paintings/228396.jpg
228866,Saint Anne Teaching the Virgin to Read,Paintings,17th-18th century,Roman,images/Roman/Paintings/228866.jpg
230012,Saint Francis of Paola,Paintings,17th century,Roman,images/Roman/Paintings/230012.jpg
231344,The Entombment of Christ,Paintings,17th century,Roman,images/Roman/Paintings/231344.jpg
